,Entity,Label,Abstracts,ClCy-Trips-Raw,ClCy
53,http://yago-knowledge.org/resource/Curitiba,Curitiba,"Curitiba (Brazilian Portuguese: [kuɾiˈtʃibɐ]) is the capital and largest city in the state of Paraná in Brazil. The city's population was 1,948,626 as of 2020, making it the eighth most populous city in Brazil and the largest in Brazil's South Region. The Curitiba Metropolitan area comprises 26 municipalities with a total population of over 3.2 million (IBGE estimate in 2010), making it the seventh most populous metropolitan area in the country. The city sits on a plateau at 932 m (3,058 ft) above sea level. It is located west of the seaport of Paranaguá and is served by the Afonso Pena International and Bacacheri airports. Curitiba is an important cultural, political, and economic center in Latin America and hosts the Federal University of Paraná, established in 1912. In the 1700s, Curitiba's favorable location between cattle-breeding countryside and marketplaces led to a successful cattle trade and the city's first major expansion. Later, between 1850 and 1950, it grew due to logging and agricultural expansion in Paraná State (first Araucaria angustifolia logging, later mate and coffee cultivation and in the 1970s wheat, corn and soybean cultivation). In the 1850s, waves of European immigrants arrived in Curitiba, mainly Germans, Italians, Poles and Ukrainians, contributing to the city's economic and cultural development. Nowadays, only small numbers of immigrants arrive, primarily from Middle Eastern and other South American countries. Curitiba's biggest expansion occurred after the 1960s, with innovative urban planning that allowed the population to grow from some hundreds of thousands to more than a million people. Curitiba's economy is based on industry and services and is the fourth largest in Brazil. Economic growth occurred in parallel to a substantial inward flow of Brazilians from other parts of the country, as approximately half of the city's population was not born in Curitiba. Curitiba is one of the few Brazilian cities with a very high Human Development Index (0.856) and in 2010 it was awarded the Global Sustainable City Award, given to cities and municipalities that excel in sustainable urban development. According to US magazine Reader's Digest, Curitiba is the best ""Brazilian Big City"" in which to live. Curitiba's crime rate is considered low by Brazilian standards and the city is considered one of the safest cities in Brazil for youth. The city is also regarded as the best in which to invest in Brazil. Curitiba was one of the host cities of the 1950 FIFA World Cup, and again for the 2014 FIFA World Cup. Despite its good social indicators, the city has a higher unemployment rate than other cities in the state.","[[was, 1,948,626], [is located, west of the seaport of Paranaguá], [is, an important cultural, political, and economic center], [grew, due], [is, one], [is, the best ""Brazilian Big City], [was, one]]","[['stateOf', 'west'], ['westOf', 'seaport'], ['stateOf', 'Paranaguá'], ['type', 'important_cultural,_political,_and_economic_center'], ['""', 'best_""Brazilian_Big_City']]"
54,http://yago-knowledge.org/resource/Damian_Marley,Damian Marley,"Damian Robert Nesta ""Jr. Gong"" Marley (born 21 July 1978) is a Jamaican DJ, singer, lyricist and rapper. He is the recipient of four Grammy Awards.","[[is, lyricist], [is, a Jamaican DJ], [is, rapper], [is, singer], [is, the recipient]]","[['the', 'lyricist'], ['type', 'Jamaican_DJ'], ['type', 'singer'], ['type', 'recipient']]"
55,"http://yago-knowledge.org/resource/Davenport,_Iowa","Davenport, Iowa","Davenport is a city in and the county seat of Scott County, Iowa, United States. Located along the Mississippi River on the eastern border of the state, it is the largest of the Quad Cities, a metropolitan area with a population of 384,324 and a combined statistical area population of 474,019, ranking as the 147th-largest MSA and 91st-largest CSA in the nation. According to the 2020 census, the city had a population of 101,724, making it Iowa's third-largest city. Davenport was founded on May 14, 1836, by Antoine Le Claire and was named for his friend George Davenport, a former English sailor who served in the U.S. Army during the War of 1812, served as a supplier Fort Armstrong, worked as a fur trader with the American Fur Company, and was appointed a quartermaster with the rank of colonel during the Black Hawk War. The city is prone to frequent flooding due to its location on the Mississippi River. There are two main universities: St. Ambrose University and Palmer College of Chiropractic, where the first chiropractic adjustment took place. Several annual music festivals take place in Davenport, including the Mississippi Valley Blues Festival, the Mississippi Valley Fair, and the Bix Beiderbecke Memorial Jazz Festival. An internationally known 7-mile (11 km) foot race, called the Bix 7, is run during the festival. The city has a Class A minor-league baseball team, the Quad Cities River Bandits. Davenport has 50 plus parks and facilities, as well as more than 20 miles (32 km) of recreational paths for biking or walking. Three interstates (80, 74 and 280) and two major United States Highways serve the city. Davenport has seen steady population growth since its incorporation. National economic difficulties in the 1980s resulted in job and population losses. The Quad Cities was ranked as the most affordable metropolitan area in 2010 by Forbes magazine. In 2007, Davenport, along with neighboring Rock Island, won the City Livability Award in the small-city category from the U.S. Conference of Mayors. In 2012, Davenport, and the Quad Cities Metropolitan Area, was ranked among the fastest-growing areas in the nation in the growth of high-tech jobs. Notable natives of the city have included jazz legend Bix Beiderbecke, Pulitzer Prize-winning playwright Susan Glaspell, former National Football League running back Roger Craig, UFC Welterweight Champion Pat Miletich, IBF Middleweight and WBA Super Middleweight boxing champion Michael Nunn, and former two-time WWE Champion and WWE Universal Champion Seth Rollins.","[[is, a city], [is, the county seat], [Located, on the eastern border of the state], [Located, along the Mississippi River], [was founded, on May 14, 1836,], [was founded, by Antoine Le Claire], [has, miles], [has, facilities], [has, parks], [has seen, steady population growth], [won, the City Livability Award], [was ranked, among the fastest-growing areas in the nation in the growth of high-tech jobs], [was ranked, In 2012]]","[['type', 'city'], ['type', 'county_seat'], ['locatedOf', 'eastern_border'], ['capitalOf', 'state'], ['locatedAlong', 'Mississippi_River'], ['incorporatedOn', 'May'], ['foundedBy', 'Antoine_Le_Claire'], ['has', 'miles'], ['has', 'facilities'], ['has', 'parks'], ['seen', 'steady_population_growth'], ['won', 'City_Livability_Award'], ['oneOf', 'fastest-growing_areas'], ['stateOf', 'nation'], ['becauseOf', 'growth'], ['growthOf', 'high-tech_jobs']]"
56,http://yago-knowledge.org/resource/Dennis_Muren,Dennis Muren,"Dennis Muren, A.S.C (born November 1, 1946) is a self-taught American film visual effects artist and supervisor. He has worked on the films of George Lucas, Steven Spielberg, and James Cameron, among others, and won nine Oscars in total: eight for Best Visual Effects and a Technical Achievement Academy Award. The Visual Effects Society has called him a perpetual student, teacher, innovator, and mentor. He has been identified as a primary pioneer in bringing a new wave of visual effects films to the public, opening the doors for screenwriters and directors to tell stories never before possible with a new realism through the use of his skills in cinematic arts and advanced technologies. According to Spielberg, he set the example at Industrial Light & Magic for visual effects excellence with effects that add strong, appropriate emotion to a shot and fit seamlessly into a movie.","[[is, a self-taught American film visual effects artist], [is, supervisor], [has worked, on the films of George Lucas, Steven Spielberg, and James Cameron, among others], [been identified, as a primary pioneer in bringing a new wave of visual effects films to the public, opening the doors for screenwriters and directors to tell stories never before possible with a new realism through the use of his skills in cinematic arts and advanced technologies]]","[['type', 'self-taught_American_film_visual_effects_artist'], ['deputy', 'supervisor'], ['isAmong', 'films'], ['isAmong', 'George_Lucas'], ['isAmong', 'Steven_Spielberg'], ['isAmong', 'James_Cameron'], ['among', 'others'], ['cinematicArts', 'primary_pioneer'], ['cinematicArts', 'new_wave'], ['cinematicArts', 'visual_effects_films'], ['mediaArts', 'public'], ['cinematicArts', 'doors'], ['mediaArts', 'screenwriters'], ['visualArts', 'directors'], ['arts', 'stories'], ['cinematicArts', 'new_realism'], ['visualArts', 'use'], ['visualArts', 'his_skills'], ['cinematicArts', 'cinematic_arts'], ['cinematicArts', 'advanced_technologies']]"
57,http://yago-knowledge.org/resource/Derby_County_F.C.,Derby County F.C.,"Derby County Football Club (/ˈdɑːrbi/) is a professional association football club based in Derby, Derbyshire, England. The club competes in League One, the third tier of English football. Derby has played its home matches at Pride Park Stadium since 1997. Notable for being one of the 12 founder members of the Football League in 1888, Derby County is one of only 10 clubs to have competed in every season of the English football league system, with all but five of those being in the top two divisions. The club was founded in 1884 by William Morley as an offshoot of Derbyshire County Cricket Club. Its competitive peak came in the 1970s when it twice won the First Division and competed in major European competitions on four occasions, reaching the European Cup semi-finals as well as winning several minor trophies. Additionally, the club was a strong force in the interwar years – finishing league runner-up twice in the 1930s – and winning the first post-war FA Cup in 1946. The club's home colours have been black and white since the 1890s. The team gets its nickname, The Rams, to show tribute to its links with the First Regiment of , which took a ram as its mascot. Additionally, the club also adopted the song ""The Derby Ram"" as its regimental song. They have a long-standing rivalry with nearby club Nottingham Forest, with whom they contest the East Midlands derby.","[['is', /ˈdɑːrbi/], [has played, its home matches], [is, one], [have, a long-standing rivalry]]","[['played', 'its_home_matches'], ['have', 'long-standing_rivalry']]"
58,http://yago-knowledge.org/resource/Drenthe,Drenthe,"Drenthe (Dutch: [ˈdrɛntə]) is a province of the Netherlands located in the northeastern part of the country. It is bordered by Overijssel to the south, Friesland to the west, Groningen to the north, and the German state of Lower Saxony to the east. As of November 2019, Drenthe had a population of 493,449 and a total area of 2,680 km2 (1,030 sq mi). Drenthe has been populated for 15,000 years. The region has subsequently been part of the Episcopal principality of Utrecht, Habsburg Netherlands, Dutch Republic, Batavian Republic, Kingdom of Holland and Kingdom of the Netherlands. Drenthe has been an official province since 1796. The capital and seat of the provincial government is Assen. The King's Commissioner of Drenthe is Jetta Klijnsma. The Labour Party (PvdA) is the largest party in the States-Provincial, followed by the People's Party for Freedom and Democracy (VVD) and the Christian Democratic Appeal (CDA). Drenthe is a sparsely populated rural area, unlike many other parts of the Netherlands; except for the small cities of Assen (pop. 67,963) and Emmen (pop. 107,113), the land in Drenthe is mainly used for agriculture and it has a notable amount of forests and nature.","[[is, a province], [is bordered, to the south,], [is bordered, by Overijssel], [had, a population], [been populated, for 15,000 years], [been, an official province], [is, a sparsely populated rural area]]","[['not', 'province'], ['liesTo', 'south'], ['borderedBy', 'Overijssel'], ['had', 'population'], ['populatedFor', '15,000_years'], ['been', 'official_province'], ['type', 'sparsely_populated_rural_area']]"
59,http://yago-knowledge.org/resource/East_Java,East Java,"East Java (Indonesian: Jawa Timur) is a province of Indonesia located in the easternmost hemisphere of Java island. It has a land border only with the province of Central Java to the west; the Java Sea and the Indian Ocean border its northern and southern coasts, respectively, while the narrow Bali Strait to the east separates Java from Bali by around 2.29 kilometres (1.42 mi). Located in eastern Java, the province also includes the island of Madura (which is connected to Java by the longest bridge in Indonesia, the Suramadu Bridge), as well as the Kangean islands and other smaller island groups located further east (in the northern Bali Sea) and Masalembu archipelagos in the north. Its capital is Surabaya, the second largest city in Indonesia, a major industrial center and also a major business center. Banyuwangi is the largest regency in East Java and the largest on the island of Java. The province covers an area of 47,800 square kilometres (18,500 sq mi), and according to the 2010 Census, there were 37,476,757 people residing in the East Java, making it Indonesia's second-most-populous province; the 2020 Census showed an increase to 40,665,696 people, while the official estimate for mid 2021 was 40,878,789. Almost a quarter of the population lives inside greater Surabaya metropolitan area. East Java is inhabited by many different ethnic groups, such as the Javanese, Madurese and Chinese. Most of the people in East Java adheres to Islam, forming around 94% of the total population. Other religions are also practiced, such as Christianity, Buddhism and Confucianism which are mostly practised by Tionghoa people and immigrants from Eastern Indonesia and North Sumatra, and also Hinduism which are practised by the Tenggerese people in the Bromo Tengger Semeru National Park and the Balinese people inhabiting the easternmost part of the province bordering Bali. The Indonesian language is the official language of the province as well as the whole nation, but Javanese and Madurese are most frequently used, especially the Surabaya dialect (Javanese: Suroboyoan or Surabayaan — the Javanese dialect of Surabaya) used mainly in the capital Surabaya. Indonesian is only used for inter-ethnic communication and official purposes. East Java offers different types of tourist attractions. There are a variety of natural attractions, including mountains, beaches, caves, and waterfalls. Almost every regency or city in East Java has its own unique tourist destinations, such as the Ijen volcano in Banyuwangi, Baluran National Park in Situbondo, and Bromo Tengger Semeru National Park.","[['is', Indonesian], [has, a land border], [is inhabited, by many different ethnic groups, such as the Javanese, Madurese and Chinese], [offers, different types]]","[['has', 'land_border'], ['Madurese', 'many_different_ethnic_groups'], ['chineseMadurese', 'Javanese'], ['Madurese', 'Chinese'], ['offers', 'different_types']]"
60,http://yago-knowledge.org/resource/Eastern_Michigan_University,Eastern Michigan University,"Eastern Michigan University (EMU, Eastern Michigan or simply Eastern), is a public research university in Ypsilanti, Michigan. Founded in 1849 as Michigan State Normal School, the school was the fourth normal school established in the United States and the first American normal school founded outside New England. In 1899, the Michigan State Normal School became the first normal school in the nation to offer a four-year curriculum. The normal school became a university in 1959, gaining the current name of Eastern Michigan University. EMU is one of the eight research universities in the State of Michigan and is classified among ""R2: Doctoral Universities – High research activity"". It is governed by an eight-member board of regents whose members are appointed by the governor of Michigan and confirmed by the Michigan Senate for eight-year terms. The university comprises eight colleges and schools: College of Arts and Sciences, College of Business, College of Education, College of Health and Human Services, College of Technology, the School of Music & Dance, an Honors College, and a Graduate School. The university's site is composed of an academic and athletic campus spread across 800 acres (3.2 km2), with over 120 buildings. EMU has a total enrollment of more than 15,000 students. Since 1991 Eastern Michigan athletes have been known as ""Eagles"" and the school mascot, Swoop, was officially adopted by the university three years later. The university's student-athletes compete as the Eastern Michigan Eagles in the NCAA Division I Mid-American Conference.","[['is', simply Eastern], ['is', EMU], ['is', Eastern Michigan], [is governed, by an eight-member board of regents whose members are appointed by the governor of Michigan and confirmed by the Michigan Senate for eight-year terms], [comprises, colleges], [comprises, schools], [is composed, of an academic and athletic campus], [compete, as the Eastern Michigan Eagles in the NCAA Division I Mid-American Conference]]","[['simply', 'Eastern'], ['type', 'EMU'], ['type', 'Eastern_Michigan'], ['providesFor', 'eight-member_board'], ['boardFor', 'regents'], ['for', 'whose_members'], ['votesFor', 'governor'], ['mascotFor', 'Michigan'], ['votesFor', 'Michigan_Senate'], ['servesFor', 'eight-year_terms'], ['comprises', 'colleges'], ['comprises', 'schools'], ['consistsOf', 'academic_and_athletic_campus'], ['competeIn', 'Eastern_Michigan_Eagles'], ['competeIn', 'NCAA_Division'], ['competeIn', 'I_Mid-American_Conference']]"
61,http://yago-knowledge.org/resource/Eastleigh_F.C.,Eastleigh F.C.,"Eastleigh Football Club is a professional association football club based in Eastleigh, Hampshire, England. They currently compete in the National League, the fifth tier of English football, and play their home matches at The Silverlake Stadium.","[[is, a professional association football club], [compete, in the National League, the fifth tier of English football], [compete, currently]]","[['type', 'professional_association_football_club'], ['competeOf', 'National_League'], ['areOf', 'fifth_tier'], ['areOf', 'English_football']]"
62,http://yago-knowledge.org/resource/Emile_Kuri,Emile Kuri,"Emile Kuri (June 11, 1907 – October 10, 2000) was a Mexican-born American set decorator of Lebanese parentage. He won two Academy Awards and was nominated for six more in the category Best Art Direction. He was born in Cuernavaca, Morelos, Mexico, and died in Los Angeles, California, United States.","[[was, a Mexican-born American set decorator], [won, Academy Awards], [was born, in Cuernavaca, Morelos, Mexico]]","[['type', 'Mexican-born_American_set_decorator'], ['won', 'Academy_Awards'], ['inMorelos', 'Cuernavaca'], ['inMorelos', 'Morelos'], ['Morelos', 'Mexico']]"
63,http://yago-knowledge.org/resource/Erotica,Erotica,"Erotica is (in a broad sense) literature or art that deals substantively with subject matter that is erotic, sexually stimulating or sexually arousing but (in a strict sense) is not generally considered to be pornographic. Erotic art may use any artistic form to depict erotic content, including painting, sculpture, drama, film or music. Erotic literature and erotic photography have become genres in their own right. Erotica also exists in a number of subgenres including gay erotica, lesbian erotica, women's erotica, bondage erotica, monster erotica and tentacle erotica. Curiosa are curiosities or rarities, especially unusual or erotic books. In the antiquarian book trade, pornographic works are often listed under ""curiosa"", ""erotica"" or ""facetiae"".","[[is, art], [is, literature], [exists, also], [exists, in a number of subgenres including gay erotica, lesbian erotica, women's erotica, bondage erotica, monster erotica and tentacle erotica]]","[['not', 'art'], ['andErotica', 'number'], ['andErotica', 'subgenres'], ['lesbianErotica', 'gay_erotica'], ['gayErotica', 'lesbian_erotica'], ['lesbianErotica', ""women's_erotica""], ['lesbianErotica', 'bondage_erotica'], ['lesbianErotica', 'monster_erotica'], ['lesbianErotica', 'tentacle_erotica']]"
64,http://yago-knowledge.org/resource/F.C._Copenhagen,F.C. Copenhagen,"Football Club Copenhagen (Danish: Football Club København, pronounced [kʰøpm̩ˈhɑwˀn]), commonly known as FC København, FC Copenhagen, Copenhagen or simply FCK, is a professional Danish football club in Copenhagen, Denmark. FCK was founded in 1992 as a superstructure on top of Kjøbenhavns Boldklub and Boldklubben 1903. F.C. Copenhagen has won 14 Danish Football Championships and 8 Danish Cups. In European football F.C. Copenhagen has reached the group stage of the UEFA Champions League and the group stage of the UEFA Europa League more times than any other Danish club and are the only Danish club who has reached the knockout stage of the Champions League. As of December 2022, Copenhagen are the highest ranked Scandinavian club in the UEFA team rankings list. Copenhagen plays its matches at the Parken Stadium, which also serves as the venue for Denmark national football team matches. Since their foundation, FCK have developed a fierce rivalry with Brøndby IF. The Copenhagen Derby games between the two sides have attracted some of the biggest crowds in Danish football history.","[['is', Danish], [has won, Danish Football Championships], [has won, Danish Cups], [has reached, the group stage], [has reached, the group stage], [are, As of December 2022], [plays, its matches]]","[['not', 'Danish'], ['won', 'Danish_Football_Championships'], ['won', 'Danish_Cups'], ['reached', 'group_stage'], ['asOf', 'December'], ['plays', 'its_matches']]"
65,http://yago-knowledge.org/resource/FC_Arsenal_Kyiv,FC Arsenal Kyiv,"Football Club Arsenal Kyiv (Ukrainian: Футбо́льний Клуб Арсена́л–Київ) is a Ukrainian football club based in Kyiv. In 2019, the club's professional team was dissolved, but its junior teams continue to compete in city competitions. The club claims to be a successor of Kyiv Arsenal factory team which traces its history back to 1925. The original factory team used to compete in the Soviet Class B (later reorganized as Soviet Second League), but was relegated in 1964 and officially dissolved (lost professional status). The football club of the Ukrainian post-Soviet period was created in 1993 and brought to Kyiv from Boryspil by a geological company Geoton which was one of main sponsors of the Football Federation of Ukraine and Ukraine national football team in the beginning. In 1995–2001 through a merger, the club was reconstituted by the Ministry of Defense as a separate government enterprise not part of the Central Sports Club of the Armed Forces of Ukraine. During that period (1995–2001) it competed in the Ukrainian Top League under CSKA Kyiv brand as its senior (main) squad, while the original army squad continued to compete in lower leagues. In 1995 it was relocated to Kyiv playing at CSK ZSU Stadium and carried such names CSKA-Borysfen and CSKA, while the original FC CSKA Kyiv competing in lower leagues changed its name to CSKA-2 as its reserve squad. Due to difficulty of financing, the ownership of senior squad was transferred to the Kyiv city authorities during the winter break of 2001–02 as part of Oleksandr Omelchenko political project and the newly acquired squad was renamed as Arsenal in memory of the factory team. Between 2002 and 2008, Arsenal was a municipal club of Kyiv city and played its games at the Olympiyskiy National Sports Complex. Later when the club was sold to the Ukrainian politician Vadym Rabinovych who promised to build own stadium for the club within the Kyiv city limits, but instead came up with a campaign to revive the history of another Arsenal Kyiv, a factory team of Kyiv Arsenal, which was dissolved in 1960s and consider the current Arsenal Kyiv a phoenix club of its predecessor. In 2013 soon after Rabinovych sold the club to another Ukrainian politician it was abandoned and dissolved. Due to the efforts of Ukrainian racer Oleksiy Kikireshko, the club was revived in 2014 as Arsenal-Kyiv and based in Shchaslyve located right on eastern outskirts of Kyiv.","[['is', Ukrainian], [competed, During that period], [competed, in the Ukrainian Top League under CSKA Kyiv brand as its senior (main) squad], [was relocated, to Kyiv playing at CSK ZSU Stadium], [was relocated, In 1995], [was, a municipal club]]","[['competedDuring', 'that_period'], ['competedAs', 'Ukrainian_Top_League'], ['competedAs', 'CSKA_Kyiv_brand'], ['competedAs', 'its_senior_(main)_squad'], ['playedAt', 'Kyiv'], ['playedAt', 'CSK_ZSU_Stadium'], ['type', 'municipal_club']]"
66,http://yago-knowledge.org/resource/FC_Chornomorets_Odesa,FC Chornomorets Odesa,"FC Chornomorets Odesa (Ukrainian: Футбо́льний Клуб Чорномо́рець Оде́са [tʃornoˈmɔretsʲ oˈdɛsɐ]) is a Ukrainian professional football club based in Odesa. The club's home ground is the 34,164 capacity Chornomorets Stadium opened in 1935 and rebuilt in 2011. According to the club's website, it was formed in 1936 as Dynamo, but until 2002 it carried a logo with 1958 and 1959 years of foundation on its shield when the club received its current name. Moreover, the club's shield is very similar to the shield of Romanian FC Farul Constanța. For over 30 years, the club was sponsored by the Black Sea Shipping Company (1959–1991). The club was among top 20 Soviet clubs that competed in Soviet Top League.","[[is, the 34,164 capacity], [was formed, as Dynamo], [was formed, in 1936], [was formed, According to the club's website]]","[['type', '34,164_capacity'], ['formedAs', 'Dynamo'], ['accordingTo', ""club's_website""]]"
67,http://yago-knowledge.org/resource/FC_St._Gallen,FC St. Gallen,"Fussballclub St. Gallen 1879, commonly known as St. Gallen, is a Swiss professional football club based in the city of St. Gallen, Canton of St. Gallen. As of the 2022–23 season, the team competes in the Swiss Super League.","[[is, a Swiss professional football club]]","[['currently', 'Swiss_professional_football_club']]"
68,http://yago-knowledge.org/resource/FC_Urartu,FC Urartu,"Football Club Urartu (Armenian: Ուրարտու Ֆուտբոլային Ակումբ, translated Futbolayin Akumb Urartu), commonly known as Urartu, is an Armenian professional football team based in the capital Yerevan that currently plays in the Armenian Premier League. The club won the Armenian Cup three times, in 1992, 2007 and 2016. In 2013–2014, they won the Armenian Premier League for the first time in their history. In early 2016, the Russia-based Armenian businessman Dzhevan Cheloyants became a co-owner of the club after purchasing the major part of the club shares. The club was known as FC Banants until 1 August 2019, when it was officially renamed FC Urartu.","[['is', Armenian], [won, the Armenian Premier League]]","[['yerevanWon', 'Armenian_Premier_League']]"
69,http://yago-knowledge.org/resource/FC_Volga_Nizhny_Novgorod,FC Volga Nizhny Novgorod,"FC Volga Nizhny Novgorod (Russian: Футбольный Клуб ""Волга"" Нижний Новгород) was a Russian football club from Nizhny Novgorod, founded in 1998. In 2008, FC Volga won the Ural-Povolzhye (Volga Region in Russian) zone of the Russian Second Division and advanced to the Russian First Division. In 2010 they promoted to the Russian Premier League. After the 2013–14 season, they were relegated to the second level once more. On 15 June 2016, the club was dissolved due to inability to service the accumulated debts.","[['is', Russian], [won, the Ural-Povolzhye (Volga Region], [promoted, In 2010], [promoted, to the Russian Premier League], [were relegated, to the second level], [were relegated, once more], [were relegated, After the 2013–14 season]]","[['won', 'Ural-Povolzhye_(Volga_Region'], ['promotedTo', 'Russian_Premier_League'], ['promotedTo', 'second_level'], ['foldedAfter', '2013–14_season']]"
70,http://yago-knowledge.org/resource/Farnborough_F.C.,Farnborough F.C.,"Farnborough Football Club is a football club based in Farnborough, Hampshire, England. Founded in 1967 as Farnborough Town, they are currently members of the National League South and play at Cherrywood Road.","[[is, a football club], [Founded, as Farnborough Town], [Founded, in 1967]]","[['type', 'football_club'], ['foundedAs', 'Farnborough_Town']]"
71,http://yago-knowledge.org/resource/Ferris_Webster,Ferris Webster,"Ferris Maynard Webster (April 29, 1912 – February 4, 1989) was an American film editor with approximately seventy-two film credits. He was nominated for Academy Awards for Best Film Editing for his work on Blackboard Jungle (1955), The Manchurian Candidate (1962), and The Great Escape (1963). Webster was raised in the state of Washington, and was a student at the University of Southern California, where he was an outstanding track and field athlete. He was trained as an editor at the MGM Studios, and received his first feature-film credit in 1943 for Harrigan's Kid. At MGM, Webster edited six films with director Vincente Minnelli: Undercurrent (1946), Madame Bovary (1949), Father of the Bride (1950), Father's Little Dividend (1951), The Long, Long Trailer (1954), and Tea and Sympathy (1956). Film critic Bruce Eder has written of Madame Bovay that, ""the cutting of the film in the gala ball sequence, in particular, was a marvel of the editor's art in the service of old Hollywood's restrained, elegant storytelling."" In the mid-1950s, he edited three films with director Richard Brooks: Blackboard Jungle (1955), Something of Value (1957), and Cat on a Hot Tin Roof (1958); Webster received his first nomination for the Academy Award for Blackboard Jungle. His last film at MGM was Key Witness (1960). Bruce Eder has written, ""If ever a film editor deserved public recognition in the 1960s, it was Ferris Webster."" Webster edited the three films of director John Frankenheimer's ""paranoia trilogy"": The Manchurian Candidate (1962), Seven Days in May (1964), and Seconds (1966). Eder writes that The Manchurian Candidate was ""the editor's magnum opus. The shooting, cutting, and intercutting of one extended brainwashing sequence, seen from multiple points-of-view, is still striking decades later, and the movie earned Webster his second Academy Award nomination."" Frankenheimer cast Webster in his only appearance as a film actor, as Air Force Gen. Bernard ""Barney"" Rutkowski in Seven Days in May. Webster was nominated for an Academy Award for the editing of The Great Escape (1963), which was directed by John Sturges. Webster and Sturges' notable collaboration included fifteen films between 1950 and 1972, which is about half of Sturges' films in that period. It started with The Magnificent Yankee and Mystery Street (1950), and included The Law and Jake Wade (1958), The Magnificent Seven (1960), and Ice Station Zebra (1968). The final film of their collaboration was Joe Kidd (1972), which was near the end of Sturges' career. Joe Kidd starred Clint Eastwood. In the last phase of his career, Webster edited and co-edited eight films that were directed by Eastwood, starting with High Plains Drifter (1973), which was Eastwood's second film as a director. Webster edited Breezy (1973), The Eiger Sanction (1975), The Outlaw Josey Wales (1976), The Gauntlet (1977), Bronco Billy (1980), Firefox and Honkytonk Man (both 1982). These latter two films with Eastwood concluded Webster's career as an editor, apparently after a falling-out between the two men. Additional credits include The Picture of Dorian Gray (1945), Lili (1953), Forbidden Planet (1956), Les Girls (1957), Divorce American Style (1967).","[['is', April], [was raised, in the state of Washington], [was trained, as an editor at the MGM Studios], [edited, films], [edited, films], [edited, the three films], [was nominated, for an Academy Award], [was nominated, for the editing of The Great Escape (1963), which was directed by John Sturges], [started, with The Magnificent Yankee and Mystery Street (1950)], [edited, -edited eight films], [edited, Breezy]]","[['in', 'April'], ['orderOf', 'state'], ['universityOf', 'Washington'], ['workedAt', 'editor'], ['workedAt', 'MGM_Studios'], ['edited', 'films'], ['edited', 'three_films'], ['nominatedFor', 'Academy_Award'], ['wonBy', 'editing'], ['inspiredBy', 'The_Great_Escape'], ['by', 'which'], ['directedBy', 'John_Sturges'], ['startedWith', 'The_Magnificent_Yankee_and_Mystery_Street'], ['co-edited', 'eight_films']]"
72,http://yago-knowledge.org/resource/Fremantle,Fremantle,"Fremantle (/ˈfriːmæntəl/) (Nyungar: Walyalup) is a port city in Western Australia, located at the mouth of the Swan River in the metropolitan area of Perth, the state capital. Fremantle Harbour serves as the port of Perth. The Western Australian vernacular diminutive for Fremantle is Freo. Prior to British settlement, the indigenous Noongar people inhabited the area for millennia, and knew it by the name of Walyalup (""place of the woylie""). Visited by Dutch explorers in the 1600s, Fremantle was the first area settled by the Swan River colonists in 1829, and is named after Captain Charles Fremantle, an English naval officer who claimed the west coast of New Holland as British territory. The settlement struggled in its first decades, and in 1850, with the advent of penal transportation to the colony, Fremantle became Australia's primary destination for convicts. The convict-built Fremantle Prison operated long after transportation ended in 1868, and is now a World Heritage Site. Fremantle was charted as a municipality in 1883, and the following decade its harbour was deepened for commercial shipping, transforming the port into a bustling trade centre and gateway at the height of the Western Australian gold rushes. Declared a city in 1929, Fremantle played a key role in World War II as the largest submarine base in the Southern Hemisphere. Post-war immigration from Europe, particularly Italy, helped shape Fremantle's character, and it rapidly gentrified after hosting the 1987 America's Cup. Today, Fremantle is recognised for its well-preserved Victorian and Edwardian streetscapes and convict-era heritage, and is known as a bohemian enclave with a thriving arts and culinary scene. It is also the traditional home of the Fremantle Football Club, one of two Australian Football League teams based in Western Australia.","[['is', Walyalup], [Visited, by Dutch explorers in the 1600s], [was charted, as a municipality in 1883], [Declared, a city], [is recognised, for its well-preserved Victorian and Edwardian streetscapes and convict-era heritage], [is, the traditional home]]","[['west', 'Walyalup'], ['visitedBy', 'Dutch_explorers'], ['continuesAs', 'municipality'], ['declared', 'city'], ['cityStreetscapes', 'its_well-preserved_Victorian_and_Edwardian_streetscapes'], ['cityStreetscapes', 'convict-era_heritage'], ['type', 'traditional_home']]"
